name,year,population,gdp_percap,life_exp
Colombia,1830,1451312.0,990.0,32
Comoros,1830,61016.0,718.0,32.1
"Congo, Dem. Rep.",1830,5520718.0,548.0,31.6
"Congo, Rep.",1830,338459.0,626.0,32.7
Costa Rica,1830,72046.0,869.0,30.21
Cote d'Ivoire,1830,1165948.0,916.0,31.16
Croatia,1830,1342619.0,1465.0,36.1
Cuba,1830,772812.0,1223.0,35.74
Cyprus,1830,184986.0,963.0,38.5
Czech Republic,1830,5723332.0,2084.0,34.95
Denmark,1830,1264714.0,2212.0,34.11
Djibouti,1830,24698.0,827.0,29.9
Dominica,1830,20786.0,711.0,NA
Dominican Republic,1830,105490.0,706.0,29.9
Ecuador,1830,591558.0,566.0,32.9
Egypt,1830,4662153.0,830.0,33
El Salvador,1830,283227.0,1063.0,28.7
Equatorial Guinea,1830,83105.0,370.0,29.8
Eritrea,1830,234703.0,547.0,30.2
Estonia,1830,366799.0,1024.0,35.38
Ethiopia,1830,3407854.0,526.0,26
Fiji,1830,137074.0,814.0,26.1
Finland,1830,1327905.0,1360.0,36.3
France,1830,33174810.0,1798.0,39.56
Gabon,1830,172241.0,392.0,30.6
Gambia,1830,111354.0,828.0,28.8
Georgia,1830,1176832.0,571.0,31.87
Germany,1830,28016571.0,2023.0,38.37
Ghana,1830,1920723.0,712.0,28
Greece,1830,2537857.0,1540.0,36.6
Grenada,1830,30530.0,1003.0,31.4
Guatemala,1830,671855.0,932.0,25.8
Guinea,1830,1076128.0,461.0,29.81
Guinea-Bissau,1830,233367.0,786.0,32
Guyana,1830,178030.0,1302.0,31.12
Haiti,1830,789634.0,703.0,29
Honduras,1830,188905.0,769.0,33.9
"Hong Kong, China",1830,23754.0,1032.0,34.9
Hungary,1830,4464317.0,1354.0,36
Iceland,1830,65604.0,1036.0,40.5
India,1830,182214537.0,1051.0,25.44
Indonesia,1830,18460171.0,1012.0,30
Iran,1830,6898130.0,998.0,25.6
Iraq,1830,1177768.0,1013.0,31.2
Ireland,1830,5537192.0,1673.0,38.3
Israel,1830,209954.0,883.0,32
Italy,1830,21529667.0,2469.0,29.69
Jamaica,1830,400332.0,1080.0,34.2
Japan,1830,31330455.0,1094.0,36.41
Jordan,1830,226087.0,1019.0,31.7
Kazakhstan,1830,2240213.0,1245.0,26.2
Kenya,1830,2574000.0,938.0,25.5
Kiribati,1830,18407.0,566.0,24.9
North Korea,1830,4377749.0,561.0,26
South Korea,1830,9444785.0,558.0,25.8
Kuwait,1830,81280.0,1228.0,26
Kyrgyz Republic,1830,581987.0,556.0,23.94
Lao,1830,517587.0,888.0,31.9
Latvia,1830,648400.0,820.0,33
Lebanon,1830,357145.0,1177.0,29.7
Lesotho,1830,298233.0,400.0,32.8
Liberia,1830,340777.0,821.0,31.1
Libya,1830,565776.0,1190.0,33.1
Liechtenstein,1830,6205.0,"NA",NA
Lithuania,1830,854817.0,1387.0,28.9
Luxembourg,1830,135676.0,1640.0,36.9
"Macedonia, FYR",1830,428506.0,751.0,36.1
Madagascar,1830,1803292.0,603.0,30.5
Malawi,1830,737000.0,351.0,30.3
Malaysia,1830,354816.0,1020.0,30.6
Maldives,1830,44948.0,844.0,32.65
Mali,1830,1540940.0,606.0,26.41
Malta,1830,143183.0,859.0,28.7
Marshall Islands,1830,6203.0,549.0,NA
Mauritania,1830,399076.0,555.0,32
Mauritius,1830,119544.0,989.0,33.41
Mexico,1830,6930661.0,1352.0,26.9
"Micronesia, Fed. Sts.",1830,17289.0,528.0,26.7
Moldova,1830,782030.0,658.0,33.15
Monaco,1830,8383.0,2247.0,NA
Mongolia,1830,628530.0,604.0,31.8
Montenegro,1830,138454.0,1151.0,35.4
Morocco,1830,2880355.0,729.0,33.1
Mozambique,1830,2288209.0,397.0,30.28
Myanmar,1830,3643584.0,843.0,30.8
Namibia,1830,229000.0,629.0,32.4
Nauru,1830,1903.0,583.0,NA
Nepal,1830,4033123.0,657.0,32.8
Netherlands,1830,2619333.0,3865.0,39.86
New Zealand,1830,91723.0,661.0,34.05
Nicaragua,1830,258484.0,1085.0,25.4
Niger,1830,1312557.0,470.0,30.8
Nigeria,1830,12633330.0,923.0,30.4
Norway,1830,1115667.0,1403.0,45.75
Oman,1830,327296.0,957.0,32.3
Pakistan,1830,14110059.0,1020.0,25.8
Palau,1830,4076.0,870.0,NA
Panama,1830,94879.0,951.0,32.9
Papua New Guinea,1830,804416.0,567.0,31.5
Paraguay,1830,195875.0,949.0,35.5
Peru,1830,1519450.0,1239.0,35.7
Philippines,1830,2254767.0,979.0,30.9
Poland,1830,11232857.0,1359.0,35.9
Portugal,1830,3490333.0,1692.0,35.6
Qatar,1830,14092.0,1228.0,30.8
Romania,1830,6893384.0,937.0,35.7
Russia,1830,34134430.0,1562.0,29.57
Rwanda,1830,988207.0,448.0,31.8
St. Kitts and Nevis,1830,18575.0,1249.0,NA
St. Lucia,1830,24000.0,906.0,28.01
St. Vincent and the Grenadines,1830,27085.0,899.0,25.99
Samoa,1830,47059.0,1453.0,25.4
San Marino,1830,5865.0,1479.0,NA
Sao Tome and Principe,1830,24518.0,899.0,31
Saudi Arabia,1830,2138414.0,868.0,32.1
Senegal,1830,1080873.0,523.0,25.2
Serbia,1830,2347810.0,1478.0,35.5
Seychelles,1830,12965.0,891.0,37
Sierra Leone,1830,849920.0,772.0,25.1
Singapore,1830,37232.0,1047.0,34
Slovak Republic,1830,2220574.0,1552.0,36.4
Slovenia,1830,513559.0,1533.0,36.6
Solomon Islands,1830,59648.0,377.0,25.1
Somalia,1830,1065648.0,714.0,29.4
South Africa,1830,1714970.0,1633.0,33.5
Spain,1830,13051762.0,1559.0,29.5
Sri Lanka,1830,1494084.0,909.0,32.6
Sudan,1830,4289105.0,546.0,31.4
Suriname,1830,87130.0,1756.0,32.9
Swaziland,1830,86000.0,515.0,32.3
Sweden,1830,2855774.0,1527.0,40.97
Switzerland,1830,2101048.0,3008.0,38
Syria,1830,1383046.0,1097.0,31.1
Taiwan,1830,2064942.0,1000.0,28.3
Tajikistan,1830,512083.0,593.0,24.24
Tanzania,1830,3129057.0,579.0,32.2
Thailand,1830,4847494.0,947.0,30.4
Timor-Leste,1830,153614.0,553.0,28.95
Togo,1830,487574.0,718.0,31.3
Tonga,1830,18548.0,687.0,28.2
Trinidad and Tobago,1830,66150.0,1303.0,32.9
Tunisia,1830,928894.0,753.0,28.8
Turkey,1830,10398375.0,1291.0,35
Turkmenistan,1830,403139.0,1030.0,24
Tuvalu,1830,2644.0,746.0,NA
Uganda,1830,2172807.0,488.0,25.3
Ukraine,1830,12320877.0,833.0,36.6
United Arab Emirates,1830,40153.0,1116.0,30.7
United Kingdom,1830,18533999.0,3659.0,43.02
United States,1830,13480460.0,2551.0,39.41
Uruguay,1830,74793.0,2228.0,32.9
Uzbekistan,1830,2106508.0,519.0,26.93
Vanuatu,1830,28979.0,607.0,24.3
Venezuela,1830,887197.0,715.0,32.2
Palestine,1830,165944.0,1225.0,32.1
Vietnam,1830,7214925.0,857.0,32
Yemen,1830,2640779.0,955.0,23.39
Zambia,1830,747000.0,713.0,32.6
Zimbabwe,1830,1167259.0,901.0,33.7
South Sudan,1830,1103246.0,534.0,26.67
Afghanistan,1840,3625022.0,647.0,27.8
Albania,1840,478227.0,700.0,35.4
Algeria,1840,3082721.0,912.0,28.82
Andorra,1840,3026.0,1573.0,NA
Angola,1840,1813100.0,736.0,26.98
Antigua and Barbuda,1840,37000.0,868.0,33.54
Argentina,1840,873747.0,2006.0,33.2
Armenia,1840,496835.0,556.0,34
Australia,1840,434095.0,2268.0,34.05
Austria,1840,3728381.0,2607.0,34.4
Azerbaijan,1840,1058574.0,870.0,29.17
Bahamas,1840,27768.0,1658.0,35.18
Bahrain,1840,64474.0,1467.0,30.3
Bangladesh,1840,21776468.0,877.0,25.5
Barbados,1840,114080.0,1048.0,32.12
Belarus,1840,2832789.0,690.0,36.2
Belgium,1840,4087429.0,2864.0,40.32
Belize,1840,25756.0,664.0,26.5
Benin,1840,774654.0,659.0,31
Bhutan,1840,99137.0,657.0,28.8
Bolivia,1840,1277104.0,1035.0,33
Bosnia and Herzegovina,1840,1016407.0,742.0,35.1
Botswana,1840,121000.0,439.0,33.6
Brazil,1840,6206694.0,1160.0,31.99
Brunei,1840,3231.0,1623.0,29.2
Bulgaria,1840,2391853.0,1205.0,37.56
Burkina Faso,1840,1927874.0,492.0,29.2
Burundi,1840,1050588.0,434.0,31.5
Cambodia,1840,2186829.0,933.0,35
Cameroon,1840,1974115.0,692.0,28.75
Canada,1840,1745604.0,1921.0,40.19
Cape Verde,1840,66718.0,578.0,33.8
Central African Republic,1840,527682.0,468.0,30
Chad,1840,1432000.0,462.0,30.9
Chile,1840,1183151.0,1117.0,32
China,1840,411213424.0,985.0,32
Colombia,1840,1736274.0,1016.0,32
Comoros,1840,65999.0,725.0,32.1
"Congo, Dem. Rep.",1840,5897569.0,572.0,31.6
"Congo, Rep.",1840,363933.0,644.0,32.7
Costa Rica,1840,85915.0,972.0,30.21
Cote d'Ivoire,1840,1247818.0,953.0,31.16
Croatia,1840,1465995.0,1590.0,36.1
Cuba,1840,975565.0,1373.0,36.48
Cyprus,1840,185184.0,1084.0,38.51
Czech Republic,1840,5936625.0,2261.0,34.95
Denmark,1840,1368238.0,2411.0,41.06
Djibouti,1840,26670.0,853.0,29.9
Dominica,1840,21729.0,761.0,NA
Dominican Republic,1840,124412.0,746.0,29.9
Ecuador,1840,696472.0,603.0,32.9
Egypt,1840,5172331.0,869.0,33
El Salvador,1840,322461.0,1156.0,28.7
Equatorial Guinea,1840,85909.0,375.0,29.8
Eritrea,1840,267839.0,561.0,30.2
Estonia,1840,402035.0,1093.0,36.89
Ethiopia,1840,3923805.0,528.0,29.7
Fiji,1840,138446.0,842.0,26.1
Finland,1840,1467238.0,1433.0,41.47
France,1840,34854476.0,2183.0,40.37
Gabon,1840,187256.0,393.0,30.6
Gambia,1840,119945.0,833.0,28.8
Georgia,1840,1289717.0,599.0,31.87
Germany,1840,31016143.0,2101.0,38.37
Ghana,1840,1829118.0,718.0,28
Greece,1840,2781619.0,1672.0,36.6
Grenada,1840,31686.0,1046.0,33.37
Guatemala,1840,756676.0,1011.0,25.81
Guinea,1840,1175256.0,470.0,29.91
Guinea-Bissau,1840,249424.0,792.0,32
Guyana,1840,190726.0,1393.0,31.12
Haiti,1840,861220.0,779.0,29
Honduras,1840,259511.0,873.0,33.9
"Hong Kong, China",1840,28070.0,1056.0,34.9
Hungary,1840,4802380.0,1463.0,36
Iceland,1840,70010.0,1155.0,31.97
India,1840,189298397.0,1053.0,25.44
Indonesia,1840,20052305.0,1027.0,30
Iran,1840,7250391.0,1017.0,25.6
Iraq,1840,1267848.0,1055.0,31.2
Ireland,1840,5751940.0,1929.0,38.3
Israel,1840,209954.0,885.0,32
Italy,1840,22956667.0,2523.0,29.69
Jamaica,1840,399666.0,994.0,34.2
Japan,1840,31663783.0,1109.0,36.42
Jordan,1840,235484.0,1062.0,31.7
Kazakhstan,1840,2454764.0,1328.0,26.2
Kenya,1840,2574000.0,967.0,25.5
Kiribati,1840,18951.0,571.0,24.9
North Korea,1840,4410700.0,555.0,26
South Korea,1840,9494784.0,553.0,25.8
Kuwait,1840,81280.0,1274.0,26
Kyrgyz Republic,1840,637683.0,607.0,23.94
Lao,1840,569053.0,909.0,31.9
Latvia,1840,710771.0,875.0,33
Lebanon,1840,383830.0,1260.0,29.7
Lesotho,1840,321503.0,402.0,32.8
Liberia,1840,369920.0,843.0,31.1
Libya,1840,594715.0,1345.0,33.1
Liechtenstein,1840,6632.0,"NA",NA
Lithuania,1840,936981.0,1480.0,28.9
Luxembourg,1840,144799.0,1846.0,36.9
"Macedonia, FYR",1840,467910.0,815.0,36.1
Madagascar,1840,1930536.0,633.0,30.5
Malawi,1840,737000.0,352.0,30.3
Malaysia,1840,435313.0,1041.0,30.6
Maldives,1840,47643.0,843.0,32.65
Mali,1840,1689342.0,608.0,26.41
Malta,1840,152794.0,941.0,28.7
Marshall Islands,1840,6598.0,552.0,NA
Mauritania,1840,416025.0,583.0,32
Mauritius,1840,147700.0,1038.0,32.53
Mexico,1840,7288858.0,1322.0,26.9
"Micronesia, Fed. Sts.",1840,18200.0,531.0,26.7
Moldova,1840,856960.0,694.0,33.15
Monaco,1840,9014.0,2524.0,NA
Mongolia,1840,638180.0,614.0,31.8
Montenegro,1840,151224.0,1249.0,35.4
Morocco,1840,3082721.0,742.0,33.1
Mozambique,1840,2494631.0,400.0,30.28
Myanmar,1840,3785553.0,845.0,30.8
Namibia,1840,229000.0,730.0,32.4
Nauru,1840,1974.0,612.0,NA
Nepal,1840,4190089.0,658.0,32.8
Netherlands,1840,2880190.0,4532.0,39.86
New Zealand,1840,82479.0,662.0,34.05
Nicaragua,1840,303135.0,1207.0,25.4
Niger,1840,1383237.0,493.0,30.8
Nigeria,1840,13184823.0,966.0,30.4
Norway,1840,1252476.0,1603.0,45.62
Oman,1840,336812.0,998.0,32.3
Pakistan,1840,14581666.0,1022.0,25.8
Palau,1840,4286.0,900.0,NA
Panama,1840,113509.0,1064.0,32.9
Papua New Guinea,1840,856568.0,586.0,31.5
Paraguay,1840,263971.0,1076.0,35.5
Peru,1840,1746788.0,1272.0,35.7
Philippines,1840,2669713.0,993.0,30.9
Poland,1840,12090161.0,1412.0,35.9
Portugal,1840,3672238.0,1694.0,35.6
Qatar,1840,14092.0,1274.0,30.8
Romania,1840,7429932.0,1075.0,35.7
Russia,1840,37420913.0,1666.0,29.57
Rwanda,1840,1051167.0,453.0,31.8
St. Kitts and Nevis,1840,20037.0,1336.0,NA
St. Lucia,1840,24000.0,937.0,28.01
St. Vincent and the Grenadines,1840,28442.0,962.0,25.99
Samoa,1840,46979.0,1503.0,25.4
San Marino,1840,6259.0,1506.0,NA
Sao Tome and Principe,1840,26419.0,916.0,31
Saudi Arabia,1840,2186704.0,879.0,32.1
Senegal,1840,1155896.0,549.0,25.2
Serbia,1840,2563534.0,1604.0,35.5
Seychelles,1840,13420.0,927.0,37
Sierra Leone,1840,908730.0,811.0,25.1
Singapore,1840,45843.0,1070.0,34
Slovak Republic,1840,2302921.0,1684.0,36.4
Slovenia,1840,560762.0,1664.0,36.6
Solomon Islands,1840,62398.0,391.0,25.1
Somalia,1840,1134784.0,721.0,29.4
South Africa,1840,1894070.0,1468.0,33.5
Spain,1840,13948048.0,1597.0,29.5
Sri Lanka,1840,1826740.0,918.0,32.6
Sudan,1840,4484092.0,573.0,31.4
Suriname,1840,93949.0,1878.0,32.9
Swaziland,1840,86000.0,541.0,32.3
Sweden,1840,3132892.0,1633.0,43.98
Switzerland,1840,2229381.0,3342.0,38
Syria,1840,1430381.0,1111.0,31.1
Taiwan,1840,2131599.0,1001.0,28.3
Tajikistan,1840,561105.0,628.0,24.24
Tanzania,1840,3241560.0,595.0,32.2
Thailand,1840,5035786.0,961.0,30.4
Timor-Leste,1840,171531.0,564.0,28.95
Togo,1840,532290.0,754.0,31.3
Tonga,1840,18516.0,711.0,28.2
Trinidad and Tobago,1840,72807.0,1375.0,34.87
Tunisia,1840,985476.0,790.0,28.8
Turkey,1840,10731241.0,1361.0,35
Turkmenistan,1840,441894.0,1099.0,24
Tuvalu,1840,2796.0,771.0,NA
Uganda,1840,2246189.0,512.0,25.3
Ukraine,1840,13514033.0,889.0,36.6
United Arab Emirates,1840,40153.0,1158.0,30.7
United Kingdom,1840,20737251.0,4147.0,39.93
United States,1840,17942443.0,2791.0,39.41
Uruguay,1840,100137.0,2817.0,32.9
Uzbekistan,1840,2308592.0,536.0,26.93
Vanuatu,1840,30208.0,628.0,24.3
Venezuela,1840,1087948.0,747.0,32.2
Palestine,1840,165944.0,1227.0,32.1
Vietnam,1840,7933037.0,851.0,32
Yemen,1840,2689275.0,982.0,23.39
Zambia,1840,747000.0,731.0,32.6
Zimbabwe,1840,1253642.0,912.0,33.7
South Sudan,1840,1153401.0,560.0,26.67
Afghanistan,1850,3810047.0,669.0,27.7
Albania,1850,506889.0,716.0,35.4
Algeria,1850,3299305.0,1017.0,15
Andorra,1850,3230.0,1770.0,NA
Angola,1850,1949329.0,769.0,26.98
Antigua and Barbuda,1850,37000.0,929.0,33.54
Argentina,1850,1113189.0,2312.0,33.2
Armenia,1850,544302.0,578.0,34
Australia,1850,742619.0,3266.0,34.05
Austria,1850,3962619.0,2907.0,34.4
Azerbaijan,1850,1160156.0,919.0,29.17
Bahamas,1850,29372.0,1774.0,35.18
Bahrain,1850,64474.0,1531.0,30.3
Bangladesh,1850,22719284.0,878.0,25.5
Barbados,1850,132965.0,1121.0,32.12
Belarus,1850,3104450.0,731.0,36.2
Belgium,1850,4426000.0,3404.0,42.28
Belize,1850,25872.0,710.0,26.5
Benin,1850,853818.0,692.0,31
Bhutan,1850,104032.0,670.0,28.8
Bolivia,1850,1363412.0,1137.0,33
Bosnia and Herzegovina,1850,1109495.0,781.0,35.1
Botswana,1850,121000.0,460.0,33.6
Brazil,1850,7254194.0,1185.0,31.99
Brunei,1850,3966.0,1679.0,29.2
Bulgaria,1850,2482395.0,1266.0,38
Burkina Faso,1850,2073222.0,498.0,29.2
Burundi,1850,1135030.0,438.0,31.5
Cambodia,1850,2236808.0,947.0,35
Cameroon,1850,2033578.0,726.0,28.75
Canada,1850,2487811.0,2201.0,40.99
Cape Verde,1850,72956.0,603.0,33.8
Central African Republic,1850,553476.0,492.0,30
Chad,1850,1432000.0,485.0,30.9
Chile,1850,1413837.0,1388.0,32
China,1850,402711280.0,985.0,32
Colombia,1850,2014645.0,1043.0,32
Comoros,1850,71389.0,732.0,32.1
"Congo, Dem. Rep.",1850,6300144.0,596.0,31.6
"Congo, Rep.",1850,391323.0,662.0,32.7
Costa Rica,1850,100882.0,1087.0,30.21
Cote d'Ivoire,1850,1335437.0,992.0,31.16
Croatia,1850,1600709.0,1725.0,36.1
Cuba,1850,1181650.0,1542.0,36.26
Cyprus,1850,185383.0,1220.0,38.51
Czech Republic,1850,6157866.0,2452.0,34.95
Denmark,1850,1511190.0,3028.0,43.5
Djibouti,1850,28798.0,881.0,29.9
Dominica,1850,23075.0,814.0,NA
Dominican Republic,1850,150616.0,787.0,29.9
Ecuador,1850,807027.0,643.0,32.9
Egypt,1850,5738339.0,910.0,33
El Salvador,1850,369053.0,1257.0,28.7
Equatorial Guinea,1850,88807.0,380.0,29.8
Eritrea,1850,305654.0,576.0,30.2
Estonia,1850,440656.0,1166.0,34.02
Ethiopia,1850,4517871.0,530.0,29.7
Fiji,1850,137063.0,872.0,26.1
Finland,1850,1607810.0,1511.0,37.35
France,1850,36277905.0,2145.0,43.28
Gabon,1850,203580.0,393.0,30.6
Gambia,1850,129198.0,838.0,28.8
Georgia,1850,1413431.0,628.0,31.87
Germany,1850,33663143.0,2181.0,38.37
Ghana,1850,1741881.0,724.0,28
Greece,1850,3048571.0,1814.0,36.6
Grenada,1850,32404.0,1092.0,37.3
Guatemala,1850,852410.0,1097.0,25.81
Guinea,1850,1283517.0,480.0,30.02
Guinea-Bissau,1850,266586.0,799.0,32
Guyana,1850,204328.0,1490.0,31.12
Haiti,1850,943260.0,862.0,29
Honduras,1850,330619.0,992.0,33.9
"Hong Kong, China",1850,38893.0,1080.0,34.9
Hungary,1850,5159444.0,1582.0,36
Iceland,1850,74711.0,1287.0,36.61
India,1850,196657653.0,1054.0,25.44
Indonesia,1850,21979198.0,1043.0,30
Iran,1850,7620641.0,1037.0,25.6
Iraq,1850,1364818.0,1099.0,31.2
Ireland,1850,5071239.0,1799.0,31.2
Israel,1850,214587.0,886.0,32
Italy,1850,24478190.0,2434.0,29.69
Jamaica,1850,411331.0,915.0,34.2
Japan,1850,32223184.0,1125.0,36.42
Jordan,1850,245270.0,1106.0,31.7
Kazakhstan,1850,2689863.0,1417.0,26.2
Kenya,1850,2574000.0,998.0,25.5
Kiribati,1850,19511.0,576.0,24.9
North Korea,1850,4443898.0,550.0,26
South Korea,1850,9558873.0,547.0,25.8
Kuwait,1850,81280.0,1323.0,26
Kyrgyz Republic,1850,698710.0,663.0,23.94
Lao,1850,625637.0,931.0,31.9
Latvia,1850,779141.0,933.0,33
Lebanon,1850,412508.0,1349.0,29.7
Lesotho,1850,346589.0,404.0,32.8
Liberia,1850,401556.0,866.0,31.1
Libya,1850,625135.0,1521.0,33.1
Liechtenstein,1850,7087.0,"NA",NA
Lithuania,1850,1027042.0,1579.0,28.9
Luxembourg,1850,154534.0,2077.0,36.9
"Macedonia, FYR",1850,510936.0,884.0,36.1
Madagascar,1850,2066759.0,664.0,30.5
Malawi,1850,737000.0,353.0,30.3
Malaysia,1850,534296.0,1063.0,30.6
Maldives,1850,50501.0,842.0,32.65
Mali,1850,1852037.0,611.0,26.41
Malta,1850,163051.0,1032.0,28.7
Marshall Islands,1850,7018.0,556.0,NA
Mauritania,1850,433694.0,611.0,32
Mauritius,1850,201362.0,1090.0,31.13
Mexico,1850,7754411.0,1293.0,26.9
"Micronesia, Fed. Sts.",1850,19159.0,534.0,26.7
Moldova,1850,939070.0,733.0,33.15
Monaco,1850,9692.0,2835.0,NA
Mongolia,1850,647979.0,625.0,31.8
Montenegro,1850,165172.0,1355.0,35.4
Morocco,1850,3299305.0,755.0,33.1
Mozambique,1850,2719675.0,402.0,30.28
Myanmar,1850,3933130.0,846.0,30.8
Namibia,1850,229000.0,848.0,32.4
Nauru,1850,2048.0,642.0,NA
Nepal,1850,4353245.0,659.0,32.8
Netherlands,1850,3122714.0,4645.0,39.86
New Zealand,1850,94934.0,1897.0,34.05
Nicaragua,1850,345374.0,1342.0,25.4
Niger,1850,1457723.0,517.0,30.8
Nigeria,1850,13760390.0,1011.0,30.4
Norway,1850,1401619.0,1674.0,49.53
Oman,1850,346606.0,1040.0,32.3
Pakistan,1850,15069036.0,1023.0,25.8
Palau,1850,4507.0,931.0,NA
Panama,1850,133955.0,1191.0,32.9
Papua New Guinea,1850,912100.0,607.0,31.5
Paraguay,1850,329615.0,1219.0,35.5
Peru,1850,2003904.0,1306.0,35.7
Philippines,1850,3160952.0,1008.0,30.9
Poland,1850,13219914.0,1467.0,35.9
Portugal,1850,3821571.0,1697.0,35.6
Qatar,1850,14092.0,1323.0,30.8
Romania,1850,7994544.0,1232.0,35.7
Russia,1850,41023821.0,1778.0,29.57
Rwanda,1850,1118138.0,459.0,31.8
St. Kitts and Nevis,1850,21614.0,1429.0,NA
St. Lucia,1850,24629.0,968.0,28.01
St. Vincent and the Grenadines,1850,29971.0,1029.0,25.99
Samoa,1850,46077.0,1555.0,25.4
San Marino,1850,6679.0,1534.0,NA
Sao Tome and Principe,1850,28467.0,933.0,31
Saudi Arabia,1850,2236084.0,890.0,32.1
Senegal,1850,1236126.0,576.0,25.2
Serbia,1850,2799079.0,1740.0,35.5
Seychelles,1850,13891.0,965.0,37
Sierra Leone,1850,971609.0,851.0,25.1
Singapore,1850,56355.0,1094.0,34
Slovak Republic,1850,2388322.0,1827.0,36.4
Slovenia,1850,612303.0,1805.0,36.6
Solomon Islands,1850,65274.0,405.0,25.1
Somalia,1850,1208406.0,728.0,29.4
South Africa,1850,2091873.0,1307.0,33.5
Spain,1850,14846857.0,1636.0,29.5
Sri Lanka,1850,2177134.0,927.0,32.6
Sudan,1850,4687944.0,601.0,31.4
Suriname,1850,101302.0,2009.0,32.9
Swaziland,1850,86000.0,567.0,32.3
Sweden,1850,3440593.0,1788.0,44.69
Switzerland,1850,2370905.0,3714.0,38
Syria,1850,1479335.0,1125.0,31.1
Taiwan,1850,2200492.0,1003.0,28.3
Tajikistan,1850,614819.0,664.0,24.24
Tanzania,1850,3358108.0,611.0,32.2
Thailand,1850,5247574.0,975.0,30.4
Timor-Leste,1850,191539.0,575.0,28.95
Togo,1850,581106.0,791.0,31.3
Tonga,1850,18577.0,736.0,28.2
Trinidad and Tobago,1850,83021.0,1452.0,38.8
Tunisia,1850,1045505.0,828.0,14
Turkey,1850,11074762.0,1435.0,35
Turkmenistan,1850,484374.0,1172.0,24
Tuvalu,1850,2957.0,798.0,NA
Uganda,1850,2322049.0,538.0,25.3
Ukraine,1850,14822733.0,948.0,36.6
United Arab Emirates,1850,40153.0,1203.0,30.7
United Kingdom,1850,22623571.0,4478.0,42.8
United States,1850,24136293.0,3058.0,39.41
Uruguay,1850,142515.0,3561.0,32.9
Uzbekistan,1850,2530062.0,552.0,26.93
Vanuatu,1850,31490.0,650.0,24.3
Venezuela,1850,1298076.0,781.0,32.2
Palestine,1850,169606.0,1229.0,32.1
Vietnam,1850,8722624.0,845.0,32
Yemen,1850,2738662.0,1010.0,23.39
Zambia,1850,747000.0,748.0,32.6
Zimbabwe,1850,1346417.0,923.0,33.7
South Sudan,1850,1205835.0,588.0,26.67
Afghanistan,1860,3973968.0,692.0,27.6
Albania,1860,552800.0,733.0,35.4
Algeria,1860,3536468.0,1133.0,28.82
Andorra,1860,3435.0,1992.0,NA
Angola,1860,2125353.0,804.0,26.98
Antigua and Barbuda,1860,36532.0,994.0,33.54
Argentina,1860,1421333.0,2664.0,33.2
Armenia,1860,595928.0,601.0,34
Australia,1860,1256048.0,4792.0,34.05
Austria,1860,4235926.0,3205.0,34.4
Azerbaijan,1860,1272648.0,971.0,29.17
Bahamas,1860,33624.0,1897.0,35.18
Bahrain,1860,64469.0,1715.0,30.3
Bangladesh,1860,23665237.0,880.0,25.5
Barbados,1860,149452.0,1199.0,32.12
Belarus,1860,3404323.0,775.0,36.2
Belgium,1860,4753834.0,4238.0,45.12
Belize,1860,25755.0,760.0,26.5
Benin,1860,941470.0,726.0,31
Bhutan,1860,109811.0,683.0,28.8
Bolivia,1860,1454099.0,1250.0,33
Bosnia and Herzegovina,1860,1210294.0,786.0,35.1
Botswana,1860,121300.0,483.0,33.6
Brazil,1860,8466005.0,1357.0,31.99
Brunei,1860,4866.0,1737.0,29.2
Bulgaria,1860,2543199.0,1330.0,38.44
Burkina Faso,1860,2229242.0,503.0,29.2
Burundi,1860,1214527.0,442.0,31.5
Cambodia,1860,2292897.0,961.0,35
Cameroon,1860,2084024.0,762.0,28.75
Canada,1860,3231338.0,2405.0,41.54
Cape Verde,1860,79725.0,629.0,33.8
Central African Republic,1860,581194.0,516.0,30
Chad,1860,1439872.0,509.0,30.9
Chile,1860,1671164.0,1631.0,32
China,1860,381111537.0,1022.0,28.85
Colombia,1860,2234376.0,1070.0,32
Comoros,1860,77377.0,740.0,32.1
"Congo, Dem. Rep.",1860,6725314.0,621.0,31.6
"Congo, Rep.",1860,422020.0,681.0,32.7
Costa Rica,1860,115687.0,1215.0,30.21
Cote d'Ivoire,1860,1427565.0,1033.0,31.16
Croatia,1860,1747990.0,1794.0,36.1
Cuba,1860,1324000.0,1732.0,36.24
Cyprus,1860,185677.0,1373.0,38.51
Czech Republic,1860,6388450.0,2551.0,34.95
Denmark,1860,1694397.0,3027.0,45.11
Djibouti,1860,31072.0,909.0,29.9
Dominica,1860,24853.0,871.0,NA
Dominican Republic,1860,190922.0,831.0,29.9
Ecuador,1860,917213.0,685.0,32.9
Egypt,1860,6327838.0,953.0,33
El Salvador,1860,426145.0,1367.0,28.7
Equatorial Guinea,1860,91867.0,385.0,29.8
Eritrea,1860,348752.0,591.0,30.2
Estonia,1860,482924.0,1243.0,39
Ethiopia,1860,5187597.0,531.0,29.7
Fiji,1860,133713.0,902.0,26.1
Finland,1860,1734253.0,1593.0,38.15
France,1860,37461341.0,3084.0,43.33
Gabon,1860,221711.0,394.0,30.6
Gambia,1860,139176.0,843.0,28.8
Georgia,1860,1548450.0,658.0,31.87
Germany,1860,36397475.0,2508.0,38.37
Ghana,1860,1658980.0,730.0,28
Greece,1860,3339979.0,1887.0,36.6
Grenada,1860,33576.0,1139.0,37.3
Guatemala,1860,961848.0,1190.0,25.81
