name,year,population,gdp_percap,life_exp
Cambodia,1867,2345961,971,35
Cambodia,1868,2355504,973,35
Cambodia,1869,2365549,974,35
Cambodia,1870,2376103,976,35
Cambodia,1871,2387169,977,35.03
Cambodia,1872,2398753,979,35.05
Cambodia,1873,2408440,980,35.08
Cambodia,1874,2421219,981,35.1
Cambodia,1875,2434578,983,35.13
Cambodia,1876,2448523,984,35.15
Cambodia,1877,2461828,986,35.18
Cambodia,1878,2477394,987,35.2
Cambodia,1879,2493625,989,35.23
Cambodia,1880,2509963,990,35.25
Cambodia,1881,2526139,992,35.28
Cambodia,1882,2542689,993,35.3
Cambodia,1883,2559348,995,35.33
Cambodia,1884,2575876,996,35.36
Cambodia,1885,2592751,997,35.38
Cambodia,1886,2609737,999,35.41
Cambodia,1887,2626625,1e3,35.43
Cambodia,1888,2643833,1002,35.46
Cambodia,1889,2661154,1003,35.48
Cambodia,1890,2678588,1005,35.51
Cambodia,1891,2696135,1006,35.53
Cambodia,1892,2713798,1008,35.56
Cambodia,1893,2731577,1009,35.58
Cambodia,1894,2749471,1011,35.61
Cambodia,1895,2767483,1012,35.63
Cambodia,1896,2785613,1014,35.66
Cambodia,1897,2803861,1015,35.69
Cambodia,1898,2822229,1017,35.71
Cambodia,1899,2840716,1018,35.74
Cambodia,1900,2859325,1020,35.76
Cambodia,1901,2878056,1021,35.79
Cambodia,1902,2896717,1023,35.81
Cambodia,1903,2915692,1024,35.84
Cambodia,1904,2934791,1026,35.86
Cambodia,1905,2954016,1027,35.89
Cambodia,1906,2973366,1029,35.91
Cambodia,1907,2992564,1030,35.94
Cambodia,1908,3012167,1032,35.97
Cambodia,1909,3031898,1033,35.99
Cambodia,1910,3051757,1035,36.02
Cambodia,1911,3071666,1037,36.04
Cambodia,1912,3091786,1038,36.07
Cambodia,1913,3115256,1040,36.09
Cambodia,1914,3142129,1041,36.12
Cambodia,1915,3172461,1043,36.14
Cambodia,1916,3203085,1044,36.17
Cambodia,1917,3234005,1046,36.19
Cambodia,1918,3264291,1047,23.21
Cambodia,1919,3295096,1049,36.24
Cambodia,1920,3326192,1050,36.27
Cambodia,1921,3357582,1052,36.3
Cambodia,1922,3389267,1054,36.32
Cambodia,1923,3421252,1056,36.35
Cambodia,1924,3453538,1058,36.37
Cambodia,1925,3486129,1060,36.4
Cambodia,1926,3519028,1062,36.42
Cambodia,1927,3552237,1064,36.45
Cambodia,1928,3585759,1066,36.47
Cambodia,1929,3619598,1068,36.5
Cambodia,1930,3653756,1070,36.52
Cambodia,1931,3688237,1072,36.55
Cambodia,1932,3723043,1074,36.57
Cambodia,1933,3758177,1076,36.6
Cambodia,1934,3793643,1078,36.63
Cambodia,1935,3829444,1080,36.65
Cambodia,1936,3865583,1082,36.68
Cambodia,1937,3902062,1084,36.7
Cambodia,1938,3938886,1086,36.73
Cambodia,1939,3976057,1087,36.75
Cambodia,1940,4013579,1089,35.73
Cambodia,1941,4051456,1091,35.33
Cambodia,1942,4089689,1093,35.25
Cambodia,1943,4128284,1095,35.17
Cambodia,1944,4167242,1097,33.19
Cambodia,1945,4206569,1099,29.52
Cambodia,1946,4246266,1101,36.93
Cambodia,1947,4286338,1103,38.21
Cambodia,1948,4326788,1105,39.51
Cambodia,1949,4367620,1107,40.79
Cambodia,1950,4432714,1109,42.09
Cambodia,1951,4537543,1119,42.26
Cambodia,1952,4656277,1161,42.55
Cambodia,1953,4783092,1146,42.81
Cambodia,1954,4913695,1248,43.03
Cambodia,1955,5045288,1193,43.22
Cambodia,1956,5176658,1318,43.39
Cambodia,1957,5308142,1371,43.52
Cambodia,1958,5441319,1403,43.64
Cambodia,1959,5578675,1500,43.77
Cambodia,1960,5722370,1548,43.9
Cambodia,1961,5873015,1494,44.07
Cambodia,1962,6028551,1572,44.28
Cambodia,1963,6183747,1645,44.52
Cambodia,1964,6331583,1558,44.76
Cambodia,1965,6467197,1590,45
Cambodia,1966,6584766,1619,45.28
Cambodia,1967,6685321,1659,45.53
Cambodia,1968,6778723,1690,45.65
Cambodia,1969,6879184,1673,45.51
Cambodia,1970,6994848,1656,44.68
Cambodia,1971,7137749,1551,44.95
Cambodia,1972,7300152,1452,45.2
Cambodia,1973,7447285,1171,45.21
Cambodia,1974,7531424,1110,45.2
Cambodia,1975,7522593,1105,24.75
Cambodia,1976,7402873,1125,24.68
Cambodia,1977,7194279,985,24.47
Cambodia,1978,6955566,1012,24.23
Cambodia,1979,6768724,899,23.98
Cambodia,1980,6692107,847,52.54
Cambodia,1981,6748193,830,52.83
Cambodia,1982,6918101,799,53.14
Cambodia,1983,7168236,798,53.47
Cambodia,1984,7446019,798,53.82
Cambodia,1985,7712978,795,54.15
Cambodia,1986,7958976,800,54.48
Cambodia,1987,8196037,930,56.34
Cambodia,1988,8433798,1004,56.93
Cambodia,1989,8689152,1037,56.98
Cambodia,1990,8973342,1007,57.37
Cambodia,1991,9286976,1067,57.72
Cambodia,1992,9621504,1108,58.06
Cambodia,1993,9968275,1015,58.11
Cambodia,1994,10315376,1070,58.01
Cambodia,1995,10653558,1103,58.16
Cambodia,1996,10980273,1128,58.32
Cambodia,1997,11295880,1158,58.57
Cambodia,1998,11597739,1184,58.84
Cambodia,1999,11883636,1294,59.17
Cambodia,2e3,12152354,1376,59.47
Cambodia,2001,12402473,1458,60.07
Cambodia,2002,12634729,1525,60.67
Cambodia,2003,12853124,1627,61.33
Cambodia,2004,13063377,1766,62.04
Cambodia,2005,13270201,1969,62.88
Cambodia,2006,13474489,2148,63.75
Cambodia,2007,13676693,2333,64.5
Cambodia,2008,13880509,2452,65.17
Cambodia,2009,14090208,2418,65.69
Cambodia,2010,14308740,2523,66.12
Cambodia,2011,14537886,2659,66.61
Cambodia,2012,14776866,2807,67.17
Cambodia,2013,15022692,2966,67.58
Cambodia,2014,15270790,3124,67.96
Cambodia,2015,15517635,3291,68.32
Cambodia,2016,15762370,3463,68.66
Cambodia,2017,16005373,3643,69.01
Cameroon,1800,1860054,626,28.75
Cameroon,1801,1860054,626,28.75
Cameroon,1802,1860054,626,28.75
Cameroon,1803,1860054,626,28.75
Cameroon,1804,1860054,626,28.75
Cameroon,1805,1860054,627,28.75
Cameroon,1806,1860054,627,28.75
Cameroon,1807,1860054,627,28.75
Cameroon,1808,1860054,627,28.75
Cameroon,1809,1860054,627,28.75
Cameroon,1810,1860054,627,28.75
Cameroon,1811,1860317,627,28.75
Cameroon,1812,1860845,627,28.75
Cameroon,1813,1861637,627,28.75
Cameroon,1814,1862694,627,28.75
Cameroon,1815,1864018,627,28.75
Cameroon,1816,1865610,628,28.75
Cameroon,1817,1867469,628,28.75
Cameroon,1818,1869597,628,28.75
Cameroon,1819,1871995,628,28.75
Cameroon,1820,1874663,628,28.75
Cameroon,1821,1877602,631,28.75
Cameroon,1822,1880813,634,28.75
Cameroon,1823,1884297,637,28.75
Cameroon,1824,1888054,640,28.75
Cameroon,1825,1892086,643,28.75
Cameroon,1826,1896393,646,28.75
Cameroon,1827,1900977,650,28.75
Cameroon,1828,1905837,653,28.75
Cameroon,1829,1910975,656,28.75
Cameroon,1830,1916391,659,28.75
Cameroon,1831,1922087,662,28.75
Cameroon,1832,1927799,665,28.75
Cameroon,1833,1933529,669,28.75
Cameroon,1834,1939275,672,28.75
Cameroon,1835,1945039,675,28.75
Cameroon,1836,1950820,678,28.75
Cameroon,1837,1956618,682,28.75
Cameroon,1838,1962433,685,28.75
Cameroon,1839,1968265,688,28.75
Cameroon,1840,1974115,692,28.75
Cameroon,1841,1979983,695,28.75
Cameroon,1842,1985867,698,28.75
Cameroon,1843,1991769,702,28.75
Cameroon,1844,1997689,705,28.75
Cameroon,1845,2003626,708,28.75
Cameroon,1846,2009581,712,28.75
Cameroon,1847,2015554,715,28.75
Cameroon,1848,2021544,719,28.75
Cameroon,1849,2027552,722,28.75
Cameroon,1850,2033578,726,28.75
Cameroon,1851,2038570,729,28.75
Cameroon,1852,2043573,733,28.75
Cameroon,1853,2048588,736,28.75
Cameroon,1854,2053615,740,28.75
Cameroon,1855,2058654,744,28.75
Cameroon,1856,2063704,747,28.75
Cameroon,1857,2068766,751,28.75
Cameroon,1858,2073840,754,28.75
Cameroon,1859,2078926,758,28.75
Cameroon,1860,2084024,762,28.75
Cameroon,1861,2089134,765,28.75
Cameroon,1862,2094255,769,28.75
Cameroon,1863,2099389,773,28.75
Cameroon,1864,2104535,777,28.75
Cameroon,1865,2109693,780,28.75
Cameroon,1866,2114863,784,28.75
Cameroon,1867,2120045,788,28.75
Cameroon,1868,2125239,792,28.75
Cameroon,1869,2130445,795,28.75
Cameroon,1870,2135663,799,28.75
Cameroon,1871,2140894,803,28.79
Cameroon,1872,2146137,807,28.82
Cameroon,1873,2151329,811,28.86
Cameroon,1874,2156596,815,28.89
Cameroon,1875,2161875,819,28.93
Cameroon,1876,2167167,823,28.96
Cameroon,1877,2172414,827,29
Cameroon,1878,2177730,831,29.03
Cameroon,1879,2183059,835,29.07
Cameroon,1880,2188401,839,29.1
Cameroon,1881,2193703,843,29.14
Cameroon,1882,2199069,847,29.17
Cameroon,1883,2204448,851,29.21
Cameroon,1884,2209793,855,29.24
Cameroon,1885,2215197,859,29.28
Cameroon,1886,2220613,864,29.31
Cameroon,1887,2226003,868,29.35
Cameroon,1888,2231444,872,29.38
Cameroon,1889,2236899,876,29.42
Cameroon,1890,2242365,880,29.45
Cameroon,1891,2247845,885,29.49
Cameroon,1892,2253337,889,29.52
Cameroon,1893,2258842,893,29.56
Cameroon,1894,2264360,897,29.59
Cameroon,1895,2269891,902,29.63
Cameroon,1896,2275435,906,29.66
Cameroon,1897,2280991,911,29.7
Cameroon,1898,2286561,915,29.73
Cameroon,1899,2292143,919,29.77
Cameroon,1900,2297739,924,29.8
Cameroon,1901,2303347,928,29.84
Cameroon,1902,2308935,933,29.87
Cameroon,1903,2314569,937,29.91
Cameroon,1904,2320217,942,29.94
Cameroon,1905,2325878,946,29.98
Cameroon,1906,2331551,951,30.01
Cameroon,1907,2337191,956,30.05
Cameroon,1908,2342891,960,30.08
Cameroon,1909,2348604,965,30.12
Cameroon,1910,2354331,970,30.15
Cameroon,1911,2360057,974,30.19
Cameroon,1912,2365810,979,30.22
Cameroon,1913,2371577,984,30.26
Cameroon,1914,2377356,993,30.29
Cameroon,1915,2383150,1002,30.33
Cameroon,1916,2388957,1011,30.36
Cameroon,1917,2394777,1021,30.4
Cameroon,1918,2402322,1030,5.99
Cameroon,1919,2409462,1040,30.47
Cameroon,1920,2416623,1049,30.5
Cameroon,1921,2423806,1061,30.54
Cameroon,1922,2431009,1073,30.57
Cameroon,1923,2438235,1085,30.61
Cameroon,1924,2445481,1097,30.64
Cameroon,1925,2452749,1109,30.68
Cameroon,1926,2486143,1122,30.71
Cameroon,1927,2546650,1134,30.75
Cameroon,1928,2635289,1147,30.78
Cameroon,1929,2727014,1160,30.82
Cameroon,1930,2821931,1173,30.85
Cameroon,1931,2899973,1186,30.89
Cameroon,1932,2960268,1199,30.92
Cameroon,1933,3001911,1212,30.96
Cameroon,1934,3044140,1226,30.99
Cameroon,1935,3086963,1239,31.03
Cameroon,1936,3139873,1253,31.06
Cameroon,1937,3203231,1267,31.1
Cameroon,1938,3277410,1281,31.13
Cameroon,1939,3353307,1295,31.17
Cameroon,1940,3430961,1310,31.2
Cameroon,1941,3510414,1324,31.24
Cameroon,1942,3591706,1339,31.27
Cameroon,1943,3674881,1354,31.31
Cameroon,1944,3759982,1369,31.34
Cameroon,1945,3847054,1384,31.38
Cameroon,1946,3936142,1399,33.4
Cameroon,1947,4027294,1414,35.44
Cameroon,1948,4120556,1430,37.47
Cameroon,1949,4215978,1446,39.52
Cameroon,1950,4307022,1461,41.56
Cameroon,1951,4382927,1500,41.78
Cameroon,1952,4460318,1539,42.19
Cameroon,1953,4539443,1577,42.61
Cameroon,1954,4620627,1617,43.07
Cameroon,1955,4704233,1657,43.52
Cameroon,1956,4790714,1698,44.01
Cameroon,1957,4880594,1739,44.51
Cameroon,1958,4974431,1780,45.03
Cameroon,1959,5072801,1821,45.57
Cameroon,1960,5176268,1846,46.1
Cameroon,1961,5285231,1841,46.64
Cameroon,1962,5399922,1870,47.18
Cameroon,1963,5520332,1910,47.72
Cameroon,1964,5646316,1948,48.26
Cameroon,1965,5777834,1955,48.8
Cameroon,1966,5915123,2013,49.34
Cameroon,1967,6058539,2033,49.91
Cameroon,1968,6208282,2128,50.49
Cameroon,1969,6364569,2193,51.1
Cameroon,1970,6527635,2217,51.71
Cameroon,1971,6697745,2239,52.03
Cameroon,1972,6875228,2290,52.47
Cameroon,1973,7060603,2276,52.84
Cameroon,1974,7254468,2328,53.22
Cameroon,1975,7457362,2395,53.64
Cameroon,1976,7669445,2381,53.95
Cameroon,1977,7890969,2446,54.32
Cameroon,1978,8122529,2506,54.79
Cameroon,1979,8364835,2570,55.24
Cameroon,1980,8618354,2742,55.6
Cameroon,1981,8883016,3115,56
Cameroon,1982,9158566,3274,56.48
Cameroon,1983,9445003,3410,56.93
Cameroon,1984,9742263,3573,57.23
Cameroon,1985,10050023,3779,57.82
Cameroon,1986,10368300,3931,57.92
Cameroon,1987,10696274,3628,58.4
Cameroon,1988,11031817,3367,58.55
Cameroon,1989,11372160,2981,58.55
Cameroon,1990,11715218,2852,58.45
Cameroon,1991,12060729,2665,58.16
Cameroon,1992,12408931,2510,57.86
Cameroon,1993,12758881,2247,57.35
Cameroon,1994,13109660,2232,56.97
Cameroon,1995,13460994,2264,56.49
Cameroon,1996,13812472,2315,56.06
Cameroon,1997,14165423,2377,55.51
Cameroon,1998,14523570,2432,55
Cameroon,1999,14891891,2468,54.78
Cameroon,2e3,15274234,2507,54.46
Cameroon,2001,15671927,2553,54.43
Cameroon,2002,16084886,2588,54.45
Cameroon,2003,16513822,2622,54.52
Cameroon,2004,16959081,2648,54.64
Cameroon,2005,17420795,2637,54.87
Cameroon,2006,17899562,2649,55.28
Cameroon,2007,18395389,2661,55.61
Cameroon,2008,18907008,2664,56.18
Cameroon,2009,19432541,2642,56.77
Cameroon,2010,19970495,2655,57.25
Cameroon,2011,20520447,2691,57.68
Cameroon,2012,21082383,2739,58.26
Cameroon,2013,21655715,2815,58.75
Cameroon,2014,22239904,2904,59.16
Cameroon,2015,22834522,2991,59.66
Cameroon,2016,23439189,3046,60.18
Cameroon,2017,24053727,3099,60.7
Canada,1800,645526,1313,39
Canada,1801,653134,1321,39
Canada,1802,660832,1330,39
Canada,1803,668621,1338,39
Canada,1804,676502,1347,39.01
Canada,1805,684475,1355,39.01
Canada,1806,692543,1364,39.01
Canada,1807,700705,1372,39.01
Canada,1808,708964,1381,39.01
Canada,1809,717320,1390,39.01
Canada,1810,727603,1399,39.01
Canada,1811,737143,1408,39.02
Canada,1812,747795,1417,39.02
Canada,1813,759609,1426,39.02
Canada,1814,772636,1435,39.02
Canada,1815,786931,1444,39.02
Canada,1816,802548,1453,39.02
Canada,1817,819545,1462,39.03
Canada,1818,837983,1472,39.03
Canada,1819,857924,1481,39.03
Canada,1820,879432,1491,39.03
Canada,1821,902652,1506,39.03
Canada,1822,927659,1521,39.03
Canada,1823,954531,1537,39.03
Canada,1824,983350,1553,39.04
Canada,1825,1014201,1568,39.04
Canada,1826,1047172,1585,39.04
Canada,1827,1082355,1601,39.04
Canada,1828,1119845,1617,39.04
Canada,1829,1159741,1634,39.04
Canada,1830,1202146,1651,39.04
Canada,1831,1247240,1676,39.05
Canada,1832,1294175,1701,39.17
Canada,1833,1343027,1727,39.3
Canada,1834,1393874,1754,39.43
Canada,1835,1446795,1781,39.55
Canada,1836,1501876,1808,39.68
Canada,1837,1559204,1835,39.81
Canada,1838,1618871,1863,39.94
Canada,1839,1680971,1892,40.06
Canada,1840,1745604,1921,40.19
Canada,1841,1811927,1947,40.32
Canada,1842,1879906,1974,40.39
Canada,1843,1949578,2001,40.47
Canada,1844,2020978,2028,40.54
Canada,1845,2094144,2056,40.61
Canada,1846,2169114,2084,40.69
Canada,1847,2245927,2113,40.76
Canada,1848,2324621,2142,40.84
Canada,1849,2405236,2171,40.91
Canada,1850,2487811,2201,40.99
Canada,1851,2569163,2221,41.06
Canada,1852,2649248,2240,41.11
Canada,1853,2727967,2260,41.17
Canada,1854,2805214,2280,41.22
Canada,1855,2880881,2301,41.27
Canada,1856,2954854,2321,41.33
Canada,1857,3027013,2342,41.38
Canada,1858,3097234,2363,41.43
Canada,1859,3165388,2384,41.49
Canada,1860,3231338,2405,41.54
Canada,1861,3293808,2443,41.6
Canada,1862,3355900,2482,41.69
Canada,1863,3417693,2521,41.79
Canada,1864,3478880,2561,41.88
Canada,1865,3538865,2601,41.98
Canada,1866,3597429,2642,42.08
Canada,1867,3654397,2684,42.17
Canada,1868,3709828,2727,42.27
Canada,1869,3763969,2770,42.36
Canada,1870,3816868,2813,42.46
Canada,1871,3868146,2914,42.56
Canada,1872,3920032,2832,42.77
Canada,1873,3967856,3060,42.99
Canada,1874,4021901,3080,43.21
Canada,1875,4076784,2964,43.43
Canada,1876,4132060,2727,43.64
Canada,1877,4186355,2871,43.86
Canada,1878,4243321,2722,44.09
Canada,1879,4300612,2935,44.31
Canada,1880,4359836,3019,44.52
Canada,1881,4420843,3392,44.74
Canada,1882,4477396,3508,44.78
Canada,1883,4533544,3477,44.83
Canada,1884,4592456,3712,44.87
Canada,1885,4648126,3449,44.92
Canada,1886,4702409,3454,44.96
Canada,1887,4755423,3529,45.01
Canada,1888,4806813,3744,45.05
Canada,1889,4857471,3728,45.1
Canada,1890,4907308,3961,45.14
Canada,1891,4957140,4012,45.18
Canada,1892,5007511,3949,45.53
Canada,1893,5058511,3888,45.89
Canada,1894,5109961,4033,46.23
Canada,1895,5163400,3951,46.58
Canada,1896,5219192,3814,46.92
Canada,1897,5280421,4187,47.27
Canada,1898,5351891,4307,47.62
Canada,1899,5435234,4662,47.96
Canada,1900,5529722,4855,48.31
Canada,1901,5630366,5165,48.65
Canada,1902,5719032,5557,49.04
Canada,1903,5859590,5562,49.43
Canada,1904,6017754,5473,49.82
Canada,1905,6187646,5944,50.21
Canada,1906,6370374,6420,50.6
Canada,1907,6551200,6469,50.99
Canada,1908,6754675,5964,51.38
Canada,1909,6979267,6429,51.77
Canada,1910,7179510,6791,52.15
Canada,1911,7377339,7033,52.54
Canada,1912,7597612,7305,52.99
Canada,1913,7824176,7419,53.44
Canada,1914,8019485,6714,53.89
Canada,1915,8139354,7057,54.34
Canada,1916,8200074,7744,54.81
Canada,1917,8260456,7998,55.26
Canada,1918,8371555,7396,47.2
Canada,1919,8544641,6692,56.16
Canada,1920,8761911,6427,56.61
Canada,1921,8964896,5585,57.06
Canada,1922,9117052,6308,57.06
Canada,1923,9238644,6610,57.06
Canada,1924,9368209,6609,58.88
Canada,1925,9520032,7210,59.36
Canada,1926,9689795,7468,58.04
Canada,1927,9875173,8046,58.73
Canada,1928,10071846,8582,58.62
Canada,1929,10265529,8404,58.02
Canada,1930,10448248,7978,59
Canada,1931,10610703,6638,60.41
Canada,1932,10753889,6086,61.48
Canada,1933,10877806,5585,62.42
Canada,1934,10991424,6115,62.83
Canada,1935,11099063,6543,62.55
Canada,1936,11202383,6829,62.78
Canada,1937,11307364,7405,61.41
Canada,1938,11415999,7523,63.37
Canada,1939,11531278,7890,63.8
Canada,1940,11652870,8881,64.07
Canada,1941,11785425,10008,63.82
Canada,1942,11927282,11631,64.77
Canada,1943,12076780,12008,64.68
Canada,1944,12221295,12303,65.42
Canada,1945,12393716,11789,66.4
Canada,1946,12604009,11454,66.6
Canada,1947,12861810,11712,66.85
Canada,1948,13139212,11673,67.4
Canada,1949,13416945,11669,67.73
Canada,1950,13733402,12044,68.36
Canada,1951,14098675,12442,68.63
Canada,1952,14482057,12936,68.83
Canada,1953,14884172,13185,69.21
Canada,1954,15303889,12713,70.07
Canada,1955,15738362,13541,70.13
Canada,1956,16182877,14285,70.13
Canada,1957,16630976,14210,70.05
Canada,1958,17074869,14089,70.71
Canada,1959,17506053,14324,70.75
Canada,1960,17917236,14450,71.13
Canada,1961,18304387,14582,71.36
Canada,1962,18668576,15316,71.39
Canada,1963,19016655,15794,71.4
Canada,1964,19359165,16509,71.79
Canada,1965,19703883,17292,71.89
Canada,1966,20051960,18074,72.02
Canada,1967,20401082,18294,72.23
Canada,1968,20751373,18957,72.39
Canada,1969,21102230,19674,72.55
Canada,1970,21452737,19904,72.75
Canada,1971,21804269,20754,72.94
Canada,1972,22156208,21603,73.03
Canada,1973,22503243,22873,73.24
Canada,1974,22838190,23485,73.42
Canada,1975,23156209,23674,73.68
Canada,1976,23456507,24649,74.02
Canada,1977,23741589,25185,74.32
Canada,1978,24014082,25947,74.63
Canada,1979,24278047,26763,74.96
Canada,1980,24537422,26778,75.29
Canada,1981,24791139,27275,75.62
Canada,1982,25040948,26132,75.89
Canada,1983,25296840,26630,76.14
Canada,1984,25571673,27893,76.36
Canada,1985,25873949,29134,76.5
Canada,1986,26208080,29604,76.67
Canada,1987,26569766,30415,76.83
Canada,1988,26947842,31489,76.99
Canada,1989,27326166,31686,77.2
Canada,1990,27692680,31300,77.43
Canada,1991,28044606,30220,77.61
Canada,1992,28384350,30115,77.75
Canada,1993,28711303,30578,77.8
Canada,1994,29026188,31647,77.9
Canada,1995,29330073,32226,78.05
Canada,1996,29622132,32395,78.28
Canada,1997,29903150,33426,78.53
Canada,1998,30178134,34424,78.74
Canada,1999,30453884,35903,78.97
Canada,2e3,30735773,37432,79.21
Canada,2001,31024732,37712,79.43
Canada,2002,31320889,38500,79.6
Canada,2003,31627806,38806,79.79
Canada,2004,31949417,39604,79.99
Canada,2005,32287980,40471,80.18
Canada,2006,32645483,41203,80.42
Canada,2007,33019932,41647,80.6
Canada,2008,33404548,41611,80.82
Canada,2009,33789831,39924,81.07
Canada,2010,34168668,40699,81.29
Canada,2011,34538622,41565,81.48
Canada,2012,34900705,41795,81.62
Canada,2013,35255495,42336,81.71
Canada,2014,35604728,42946,81.75
Canada,2015,35949709,42983,81.74
Canada,2016,36289822,43088,81.82
Canada,2017,36624199,43453,81.99
Cape Verde,1800,55716,529,33.8
Cape Verde,1801,55716,529,33.8
Cape Verde,1802,55716,529,33.8
Cape Verde,1803,55716,529,33.8
Cape Verde,1804,55716,530,33.8
Cape Verde,1805,55716,530,33.8
Cape Verde,1806,55716,530,33.8
Cape Verde,1807,55716,530,33.8
Cape Verde,1808,55716,530,33.8
Cape Verde,1809,55716,530,33.8
Cape Verde,1810,55716,530,33.8
Cape Verde,1811,55740,530,33.8
Cape Verde,1812,55788,530,33.8
Cape Verde,1813,55860,530,33.8
Cape Verde,1814,55956,530,33.8
Cape Verde,1815,56078,530,33.8
Cape Verde,1816,56224,530,33.8
Cape Verde,1817,56395,531,33.8
Cape Verde,1818,56592,531,33.8
Cape Verde,1819,56814,531,33.8
Cape Verde,1820,57062,531,33.8
Cape Verde,1821,57336,533,33.8
Cape Verde,1822,57636,535,33.8
Cape Verde,1823,57963,538,33.8
Cape Verde,1824,58317,540,33.8
Cape Verde,1825,58698,542,33.8
Cape Verde,1826,59105,545,33.8
Cape Verde,1827,59541,547,33.8
Cape Verde,1828,60004,549,33.8
Cape Verde,1829,60495,552,33.8
Cape Verde,1830,61014,554,33.8
Cape Verde,1831,61562,556,33.8
Cape Verde,1832,62115,559,33.8
Cape Verde,1833,62672,561,33.8
Cape Verde,1834,63235,563,33.8
Cape Verde,1835,63803,566,33.8
Cape Verde,1836,64375,568,33.8
Cape Verde,1837,64953,571,33.8
Cape Verde,1838,65536,573,33.8
Cape Verde,1839,66125,575,33.8
Cape Verde,1840,66718,578,33.8
Cape Verde,1841,67317,580,33.8
Cape Verde,1842,67922,583,33.8
Cape Verde,1843,68532,585,33.8
Cape Verde,1844,69147,588,33.8
Cape Verde,1845,69768,590,33.8
Cape Verde,1846,70394,593,33.8
Cape Verde,1847,71026,595,33.8
Cape Verde,1848,71663,598,33.8
Cape Verde,1849,72307,601,33.8
Cape Verde,1850,72956,603,33.8
Cape Verde,1851,73606,606,33.8
Cape Verde,1852,74262,608,33.8
Cape Verde,1853,74924,611,33.8
Cape Verde,1854,75592,613,33.8
Cape Verde,1855,76265,616,33.8
Cape Verde,1856,76945,619,33.8
Cape Verde,1857,77631,621,33.8
Cape Verde,1858,78323,624,33.8
Cape Verde,1859,79021,627,33.8
Cape Verde,1860,79725,629,33.8
Cape Verde,1861,80435,632,33.8
Cape Verde,1862,81152,635,33.8
Cape Verde,1863,81876,637,33.8
Cape Verde,1864,82605,640,33.8
Cape Verde,1865,83341,643,33.8
Cape Verde,1866,84084,646,33.8
Cape Verde,1867,84834,648,33.8
Cape Verde,1868,85590,651,33.8
Cape Verde,1869,86352,654,33.8
Cape Verde,1870,87122,657,33.8
Cape Verde,1871,87898,659,33.83
Cape Verde,1872,88682,662,33.87
Cape Verde,1873,89448,665,33.9
Cape Verde,1874,90245,668,33.94
Cape Verde,1875,91050,671,33.97
Cape Verde,1876,91861,674,34.01
Cape Verde,1877,92658,677,34.04
Cape Verde,1878,93483,679,34.08
Cape Verde,1879,94316,682,34.11
Cape Verde,1880,95157,685,34.15
Cape Verde,1881,95985,688,34.18
Cape Verde,1882,96840,691,34.22
Cape Verde,1883,97703,694,34.25
Cape Verde,1884,98555,697,34.29
Cape Verde,1885,99434,700,34.32
Cape Verde,1886,100320,703,34.35
Cape Verde,1887,101198,706,34.39
Cape Verde,1888,102100,709,34.42
Cape Verde,1889,103010,712,34.46
Cape Verde,1890,103928,715,34.49
Cape Verde,1891,104854,718,34.53
Cape Verde,1892,105788,721,34.56
Cape Verde,1893,106731,724,34.6
Cape Verde,1894,107682,727,34.63
Cape Verde,1895,108642,730,34.67
Cape Verde,1896,109610,733,34.7
Cape Verde,1897,110587,737,34.74
Cape Verde,1898,111572,740,34.77
Cape Verde,1899,112567,743,34.81
Cape Verde,1900,113570,746,34.84
Cape Verde,1901,114582,749,34.88
Cape Verde,1902,115588,752,34.91
Cape Verde,1903,116618,756,34.94
Cape Verde,1904,117657,759,34.98
Cape Verde,1905,118706,762,35.01
Cape Verde,1906,119764,765,35.05
Cape Verde,1907,120809,769,35.08
Cape Verde,1908,121885,772,35.12
Cape Verde,1909,122971,775,35.15
Cape Verde,1910,124067,779,35.19
Cape Verde,1911,125166,782,35.22
Cape Verde,1912,126282,785,35.26
Cape Verde,1913,127407,789,35.29
Cape Verde,1914,128543,792,35.33
Cape Verde,1915,129688,795,35.36
Cape Verde,1916,130844,799,35.4
Cape Verde,1917,132010,802,35.43
Cape Verde,1918,133198,805,13.71
Cape Verde,1919,134394,809,35.5
Cape Verde,1920,135600,812,35.53
Cape Verde,1921,136818,812,35.57
Cape Verde,1922,138046,811,35.6
Cape Verde,1923,139285,811,35.64
Cape Verde,1924,140536,810,35.67
Cape Verde,1925,141797,810,35.71
Cape Verde,1926,143070,809,35.74
Cape Verde,1927,144355,808,35.78
Cape Verde,1928,145651,808,35.81
Cape Verde,1929,146958,807,35.85
Cape Verde,1930,148278,806,35.88
Cape Verde,1931,149609,805,35.92
Cape Verde,1932,150952,805,35.95
Cape Verde,1933,152307,804,35.99
Cape Verde,1934,153674,803,36.02
Cape Verde,1935,155054,802,36.05
Cape Verde,1936,156446,801,37.08
Cape Verde,1937,157851,801,38.12
Cape Verde,1938,159268,800,39.15
Cape Verde,1939,160698,799,40.19
Cape Verde,1940,162140,798,41.23
Cape Verde,1941,163596,797,42.27
Cape Verde,1942,165065,796,43.31
Cape Verde,1943,166546,795,44.36
Cape Verde,1944,168042,794,45.4
Cape Verde,1945,169550,793,46.45
Cape Verde,1946,171072,791,47.51
Cape Verde,1947,172608,790,48.56
Cape Verde,1948,174158,789,49.61
Cape Verde,1949,175721,788,50.67
Cape Verde,1950,178066,787,51.72
